c_id;c_text;date;conv_id;Ambiguous;Objective;Subjective;Generalisation0;Generalisation1;Generalisation2;Generalisation3
1399023541257900039;Einfach alles an diesem Tweet ist: 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣;30.05.2021 15:22;1.3989575325557105e+18;1.0;0.0;1.0;0;1;0;0
1388544324707799042;Platzverweis für mich, weil 3 Leute, die ich noch nie in meinem Leben gesehen habe, mich zufällig gerade überholt haben. In dem Moment Kessel gezogen u gesagt es wäre ein Verstoß gegen Infektionsschutzgesetz. 🤡🤡🤡 #hh0105;01.05.2021 17:22;;1.0;0.0;1.0;0;1;0;0
1404148155583709184;Das Handsymbol zeigt doch ,ich trau mich es ja gar nicht in den Mund zu nehmen, „Arschloch“;13.06.2021 18:46;1.4036347629553009e+18;1.0;0.0;1.0;1;0;0;0
1398648423109304321;"Können wir bitte von der Formulierung ""Rassismus tötet"" Abstand nehmen? Es ist nicht der Rassismus, der tötet. Es sind rassistische Menschen, die töten. Die Formulierung nimmt Täter:innen aus der Verantwortung.";29.05.2021 14:32;;0.0;1.0;1.0;1;0;0;0
1394144253316567040;Unter der Politik und Ministerien sind selbst die psychisch Gesunden völlig daneben, und korrupter als Männer. Eh klar, Männer müssen bei der Erbringung von Leistung nicht Lügen. Und werden aber genau dort betrogen, durch Inszenierung und Korruption wie Vetternwirtschaft. Hexen;17.05.2021 04:14;;1.0;0.0;1.0;0;0;0;1
1384092014501789700;Ne, ich hör das von AfD-Politikern, auch hier auf Twitter. Kann sein, dass das nur Scheißhausparolen sind, die AfD erzählt ja viel, wenn der Tag lang ist. 😆;19.04.2021 10:30;;0.0;0.0;1.0;0;0;1;0
1385326479656067073;#allesdichtmachen - wer schon immer mal eine Definition von egozentrischen Arschlöchern gesucht hat, findet sie da. Man hätte ja auch eine Kampagne für bessere Bezahlung der Pflegekräfte machen können, aber nein, man selbst ist ja der Nabel der Welt. Was für Lappen!;22.04.2021 20:15;;1.0;0.0;1.0;0;0;1;0
1390625761871155201;Hä dann lern gefälligs selber anstatt dieses billige zu hören was man euch ins Gehirn einpflanzt. Palästina gibt es und wird es immer geben. Dein scheiß Israel wird eh ausgelöscht weil Allah hinter dem Recht steht...wart ab wenn es soweit ist lach ich dich aus;07.05.2021 11:13;;1.0;0.0;1.0;0;1;0;0
1388412155007995905;Solidarität mit Arbeitnehmern heißt bei #Merkel, dass wir die höchsten Steuern zahlen, länger arbeiten und dann noch eine niedrige Rente bekommen, damit Merkel unser Steuergeld mit vollen Händen an andere Länder und Sozialschmarotzer verschenken kann. #1Mai #Dexit #MerkelMussWeg;01.05.2021 08:37;;1.0;0.0;1.0;0;1;0;0
1391881745813983234;#AnneWill möge ihren eigenen Sender aufmachen aber um Himmels Willen nicht ein derartiges von Gebühren finanziertes offensichtlichen Framing in ihrem Sinne betreiben. Widerlich!;10.05.2021 22:24;;1.0;0.0;1.0;1;0;0;0
1384189688253075466;Vorhin standen auf dem Weg nach Hause ein paar Querdenker mit Schildern, wo dummes Zeugs draufsteht, am Straßenrand 😬;19.04.2021 16:58;;0.0;1.0;1.0;1;0;0;0
1384022021097418758;Auch Menschen ohne Symptome stecken andere an. Wenn wir sie nicht testen, sind sie trotzdem da und die Dunkelziffer der Infizierten wird immer größer. Das führt unweigerlich zu exponentiell ansteigenden Intensivpatienten & Todesfällen. Das Virus bedroht die Wirtschaft. #NoCovid;19.04.2021 05:52;;0.0;1.0;0.0;0;1;0;0
1391678133028409344;"ok. Inhaltlich: Es ist rassistischer Dreck, einem Schwarzen Rassismus und sexuelle Belästigung vorzuwerfen und dafür auch noch das Wort ""N****schwanz"" zu benutzen. Luis CK teilt mit Palmer die Lust an Grenzüberschreitungen und hat wie Palmer seinen moralischen Kompass verloren.";10.05.2021 08:54;;1.0;0.0;1.0;0;1;0;0
1388447538324377601;"Indem man sagt: ""Oh sorry, wusste gar nicht das du so ein dummes Arschloch bist,"" und das Fenster wieder schließt. Zumal der Nachbar von Gegenüber(Araber) das auch mitbekommen hat👌";01.05.2021 10:57;;0.0;0.0;1.0;0;1;0;0
1399319334359547905;Heute im Baumarkt gewesen , dringende Baustellensachen kaufen. Auf Vorbestellung .. Aber ginge bitte wieder Lockdown? ICH HASSE MENSCHEN.;31.05.2021 10:58;;1.0;0.0;1.0;0;0;1;0
1385327530614394880;"#allesdichtmachen Was für ein trauriger Haufen, sich selbst allzu wichtig Nehmende, die meinen, die Seelen der Menschen verhungern, wenn sie ihnen, den ""Künstlern"" nicht bei ihrer ach so wichtigen Arbeit zusehen können. Machen sich lustig über Regeln, über Gesundheitsschutz";22.04.2021 20:19;;1.0;0.0;1.0;0;0;1;0
1389242585802330114;Fangen... Wie sonst? Bin ja nicht behindert und wer sagt bitte ,,Derwischilatz,, und ,,Antätscheln,, hört sich an als ob da irgendein Pedo sein Werk treibt;03.05.2021 15:36;;1.0;0.0;1.0;0;0;1;0
1385310837502533633;Auf der einen Seite, dieses blm und ein Verbrecher der nicht mehr atmete dann dieses Virus alle mit Masken , wir lernen mit co2 atmen und werden bewusst krank gemacht.;22.04.2021 19:13;;1.0;0.0;1.0;0;0;1;0
1384191884961017862;korrupte Mandatstraeger aus CDU/CSU wollen da anschliessen, wo Merkel versagt hat? Deutschland braucht diese Versager nicht!;19.04.2021 17:07;;0.0;0.0;1.0;0;0;1;0
1400804821280739329;Tipp: Erst hinter der deutsch-tschechischen Grenze volltanken. Ist günstiger.;04.06.2021 13:21;1.4007734398504182e+18;0.0;1.0;0.0;1;0;0;0
1385154810043830272;Weil Spahn immer gesagt hat: in DIESER Pandemie wird es keine Impflicht geben. Aber wir haben nun ein neues Virus und somit laut Merkel eine neue Pandemie! Die impfpflicht kommt, und dafür braucht man impfzentren;22.04.2021 08:53;;0.0;1.0;1.0;1;0;0;0
1389564573167013888;Rassismus und Faschismus. Das ist der Preis, der nicht mit Ernsthaftigkeit betriebener Entnazifizierung. Im Grunde spielt es heutzutage keine Rolle, wo es in Europa stattfindet, es verbreitet sich wie eine Seuche.;04.05.2021 12:56;;1.0;0.0;1.0;0;0;1;0
1389128219278954497;Jörg Pinocchio Meuthausen pathologischer Lügner rechtsextremer Hassprediger, geistiger Brandstifter, Fusshupe des Flügels und Hoeckes Lustknabe.... die rechtsextreme AfD will die Abschaffung der freiheitlichen Demokratie und der Grundrechte den gewaltsamen Umsturz und Bürgerkrieg;03.05.2021 08:02;;1.0;0.0;1.0;0;0;1;0
1388488673788899336;Diese Schauspieler saugen an den Zitzen des #ÖRR. Sie haben nicht die Eier, sich für Kollegen einzusetzen, die nicht vollgefressen an den öffentlich rechtlichen Fleischtöpfen hängen. Im Gegenteil. Sie treten teils gegen die eigenen Kollegen nach. #allesdichtmachen;01.05.2021 13:41;;1.0;0.0;1.0;0;1;0;0
1392799078178770946;Die AfD ist in weiten Teilen so islamophob wie antisemitisch. Da haben Sie recht.;13.05.2021 11:09;1.3927840593953587e+18;1.0;0.0;1.0;0;1;0;0
1384134726219231249;Sie sind also so ein Querdenker der jubelt wenn Menschen sterben ? Ja ? Ekelhaft sind sie , sie lassen lieber Menschen sterben als sie zu schützen ? Ekelhaft sind sie , sie freuen sich auf Partys und klatschen wenn einer an Corona stirbt ? Wie ekelhaft sind sie ?;19.04.2021 13:20;;0.0;0.0;1.0;0;1;0;0
1390630369238605832;#Deutschland, das ehemalige Land der Dichter und Denker, braucht keine #Querdenker, es braucht Schafe (eine Beleidigung für die Tiere) und gehirnlose gehorsame #Sklaven. Deswegen werden die Mäule von Kindern schon jetzt mit Masken dicht gemacht;07.05.2021 11:31;;1.0;0.0;1.0;1;0;0;0
1391702057841831939;Ganz und gar nicht. Es geht um die gesamte japanische Kultur. Diese werte ich nicht. Ich weise nur auf die Andersartigkeit hin. Also stecken Sie bitte Ihre Rassismus-Keule weg. Thema verfehlt. Setzen sechs!🤣;10.05.2021 10:30;;0.0;0.0;1.0;0;0;0;1
1391707170522210306;AstraZeneca 2.0 oder was??🙈🙈 Coronavirus in Deutschland: Impfstoff von Johnson & Johnson nur noch für Menschen ab 60 empfohlen und die wollen uns erzählen Biontech und Moderna sind dann die sicheren?? 🙈🙈🤣🤣 aber die doofe Kartoffel glaubt ja alles;10.05.2021 10:50;;1.0;0.0;1.0;0;1;0;0
1392804328101011459;Luisa Neubauer, FFF und der Antisemitismus;13.05.2021 11:30;;1.0;0.0;1.0;0;1;0;0
1389279913635729412;Ich sag wies ist. cDU, richtiger Scheißverein. Keine Haltung, viel Versagen, massig Filz und ein Haufen Maaßen. Sich aber für den scheiß King halten. #niewiedercdu #niewiedercsu;03.05.2021 18:05;;0.0;0.0;1.0;0;0;1;0
1388423076484878338;Die Ausrede zeigt deutlich, dass diese Partei ein Haufen von dilettanten ist. Dadurch wird sie allerdings nicht weniger gefährlich. Es ist bereits ein Politiker ermordet worden, auf Grund der Spaltung, die von afd gefördert wird.;01.05.2021 09:20;;0.0;0.0;1.0;0;0;1;0
1389500638665625600;Ich bezweifle das aber richtig. Radikaler Umweltschützer, aber sicher. Corona-Schwurbler, kann man auch sagen. Aber so stark, wie der Typ sich für Flüchtlinge und sonst noch eingesetzt hat, passt nicht zu Antisemitismus oder Rassismus.;04.05.2021 08:42;;1.0;0.0;1.0;1;0;0;0
1389490137025941505;Tolerant schon, aber andere als dämlich zu bezeichnen, die deine AFD nicht wählen, ist intolerant, aber Toleranz fehlt der AFD von je her;04.05.2021 08:00;;0.0;0.0;1.0;0;1;0;0
1385227058100543488;"Deren verbrecherische Politik ist dafür verantwortlich, dass immer noch Menschen aufgrund ihres Konsumverhaltens kriminalisiert und Existenzen wegen ein paar Gramm #Cannabis vernichtet werden. Soviel zum Thema ""Leben lassen"". Wenn Scheiße eine Partei gründen würde, hieße die CSU";22.04.2021 13:40;;0.0;0.0;1.0;0;1;0;0
1390575228657487872;Fuck you. 🤬😡 Kids + Jugendliche waren über ein Jahr solidarisch. Über ein Jahr Null Routine, Null Alltag. Für fucking Urlaub??? Solidarität ist keine Einbahnstraße. Eure Chance MASSIV zu punkten. Helft uns Eltern, schützt die Kids! #Merz;07.05.2021 07:52;;0.0;0.0;1.0;0;0;1;0
1385168460473380871;Kein Wunder! Die Lusche Laschet ist auch nur nützlich für sterbende Industrien wie fossile Energieerzeugung und Verbrennerfahrzeuge. Zukunft ist mit ihm nicht zu machen. Seine Nicht-Corona-Politik und die sich daraus ergebende Unsicherheit kostet im Stundentakt Arbeitsplätze.;22.04.2021 09:47;;0.0;0.0;1.0;0;1;0;0
1388505376887296011;Rosen niederlegen verboten vor dem Amtsgericht Weimar 1. Mai via;01.05.2021 14:47;;0.0;0.0;0.0;1;0;0;0
1390693161748545546;Wenn das wirklich alle #fckAFD ler mit machen würden, könnte man sich überlegen sein Kreuz bei den Grünen zu machen, 4 Jahre sind bestimmt nicht schlimmer als 16 ja CDU oder 8 Jahre SPD... Welche wählbare Partei gibt's da eigentlich noch? Nur noch sonstige oder....;07.05.2021 15:41;;1.0;0.0;1.0;0;0;1;0
1388390563943264257;Die Frau Merkel, wird wohl wieder mit von der Partie dabei sein. Musste ja schon letztes Jahr, pausieren 🥳;01.05.2021 07:11;;0.0;1.0;1.0;1;0;0;0
1385306657794764803;Die #Quarkdenker wird man in 1 Jahr vergessen haben, aber #FridaysForFuture hat in den letzten 2 Jahren die Klimakrise zu einem relevanten und wahlentscheidenden Thema gemacht Und Greta T. hat heute im US-Kongress über die Schädlichkeit fossiler Subventionen gesprochen;22.04.2021 18:56;;0.0;1.0;1.0;0;1;0;0
1391735497643511811;"Die Hohlphrasengeschosse der Union werfen ihr ""Buzzword-Dropping"" vor? Ich weiß, ihr haltet euch für christlich, aber selbst die Jünger Jesu waren kritischer mit ihm als ihr mit Laschet.";10.05.2021 12:42;;1.0;0.0;1.0;0;0;1;0
1389511023711956992;2 Klassengesellschaft? Du meinst also die Menschen die sich impfen wollen um endlich diese Pandemie zu beenden, oder die Menschen die sich und andere nicht schützen wollen und noch länger im lockdown leben wollen? Querdenker sind Terroristen der Gesellschaft;04.05.2021 09:23;;0.0;0.0;1.0;0;0;0;1
1393568784473104389;Hätte blind gewettet, die Reply bezöge sich auf meinen Merkel-Tweet. 😂;15.05.2021 14:07;;0.0;0.0;1.0;1;0;0;0
1387059719127412736;Da sieht man wie gewalttätig Querdenker sind, Querdenker gehören Verboten und als Terrorgruppe eingestuft;27.04.2021 15:03;;0.0;0.0;1.0;0;0;1;0
1384106736357810180;Nach 16 Jahre Merkel ?;19.04.2021 11:28;;0.0;1.0;0.0;1;0;0;0
1385333925850013698;#allesdichtmachen Schauspieler und Personen die sich geäußert haben werden als rechte Corona Hetzer mit der bösen Absicht alles zu leugnen dargestellt in 3...2...1...;22.04.2021 20:45;;1.0;0.0;1.0;0;0;1;0
1386840990661713923;Funktioniert nicht. Die Flüchtlinge kommen übers Meer. Es gibt griechische Inseln, die sind so nah an der türkischen Küste das ein geübter 🏊‍♂️ rüber 🏊‍♀️kann. Sanktionen bringen nix-> Wirtschaft📉 Arbeitslosigkeit📈-> Flüchtlinge+Türken+Kurden setzen sich in 🚣‍♂️ 🇪🇺 in 🐖💨💩;27.04.2021 00:33;;1.0;0.0;1.0;0;0;0;1
1390596958549643264;Tja, wenn man nicht weiter weiss dann wird erst mal rumgepöbelt, zeichnet autoritäre Charaktere aus wenn man sich nicht deren Willen unterwerfen will. Bin kein Querdenker sondern nur den Maßnahmen ggü kritisch so wie übrigens die meisten, die sie hier so freimütig beschimpfen;07.05.2021 09:18;;0.0;0.0;1.0;0;0;1;0
1384067863883882497;Willkommen im Club. Deutschlands Untergang ist nicht mehr ferne. Dank an die Dummheit der Wählerschaft. Von Demokratie zum Kommunismus. Die Dämonisch Dunkelheit Merkel und ihr Regime sind die größten Verbrecher und Lügner Deutschlands. Berlin muss Fallen.;19.04.2021 08:54;;1.0;0.0;1.0;0;0;1;0
